player_name,season,team
Prasanth Padmanabhan,2026,Sunrisers Hyderabad
Prasanth Parameswaran,2014,Sunrisers Hyderabad
Prasanth Parameswaran,2026,Sunrisers Hyderabad
Prashant Chopra,2018,Rajasthan Royals
Prashant Chopra,2026,Rajasthan Royals
Prashant Solanki,2022,Chennai Super Kings
Prashant Solanki,2026,Kolkata Knight Riders
Prashant Veer,2026,Chennai Super Kings
Prasidh Krishna,2022,Rajasthan Royals
Prasidh Krishna,2025,Gujarat Titans
Prasidh Krishna,2026,Gujarat Titans
Pratham Singh,2017,Gujarat Lions
Pratham Singh,2022,Kolkata Knight Riders
Pratham Singh,2026,Kolkata Knight Riders
Pratyush Singh,2015,Chennai Super Kings
Pratyush Singh,2016,Delhi Capitals
Pratyush Singh,2026,Delhi Capitals
Praveen Dubey,2016,Royal Challengers Bengaluru
Praveen Dubey,2017,Royal Challengers Bengaluru
Praveen Dubey,2026,Royal Challengers Bengaluru
Praveen Kumar,2015,Sunrisers Hyderabad
Praveen Kumar,2016,Gujarat Lions
Praveen Kumar,2026,Gujarat Lions
Pravin Dubey,2022,Delhi Capitals
Pravin Dubey,2025,Punjab Kings
Pravin Dubey,2026,Punjab Kings
Pravin Tambe,2014,Rajasthan Royals
Pravin Tambe,2016,Gujarat Lions
Pravin Tambe,2017,Sunrisers Hyderabad
Pravin Tambe,2020,Kolkata Knight Riders
Pravin Tambe,2026,Kolkata Knight Riders
Prayas Ray Barman,2019,Royal Challengers Bengaluru
Prayas Ray Barman,2026,Royal Challengers Bengaluru
Prerak Mankad,2022,Punjab Kings
Prerak Mankad,2023,Lucknow Super Giants
Prerak Mankad,2026,Lucknow Super Giants
Prince Balwant Rai Singh,2020,Mumbai Indians
Prince Balwant Rai Singh,2026,Mumbai Indians
Prince Choudhary,2024,Punjab Kings
Prince Choudhary,2026,Punjab Kings
Prince Yadav,2025,Lucknow Super Giants
Prince Yadav,2026,Lucknow Super Giants
Prithvi Raj Yarra,2019,Kolkata Knight Riders
Prithvi Raj Yarra,2026,Kolkata Knight Riders
Prithvi Shaw,2018,Delhi Capitals
Prithvi Shaw,2026,Delhi Capitals
Prithviraj Yarra,2026,Gujarat Titans
Priyam Garg,2020,Sunrisers Hyderabad
Priyam Garg,2022,Sunrisers Hyderabad
Priyam Garg,2026,Sunrisers Hyderabad
Priyansh Arya,2025,Punjab Kings
Priyansh Arya,2026,Punjab Kings
Pyla Avinash,2025,Punjab Kings
Pyla Avinash,2026,Punjab Kings
Q de Kock,2013,Sunrisers Hyderabad
Q de Kock,2014,Delhi Capitals
Q de Kock,2015,Delhi Capitals
Q de Kock,2016,Delhi Capitals
Q de Kock,2018,Royal Challengers Bengaluru
Q de Kock,2019,Mumbai Indians
Q de Kock,2020,Mumbai Indians
Q de Kock,2021,Mumbai Indians
Q de Kock,2022,Lucknow Super Giants
Q de Kock,2023,Lucknow Super Giants
Q de Kock,2024,Lucknow Super Giants
Quinton De Kock,2013,Sunrisers Hyderabad
Quinton De Kock,2014,Delhi Capitals
Quinton De Kock,2018,Royal Challengers Bengaluru
Quinton De Kock,2022,Lucknow Super Giants
Quinton De Kock,2025,Kolkata Knight Riders
Quinton De Kock,2026,Mumbai Indians
R Ashwin,2009,Chennai Super Kings
R Ashwin,2010,Chennai Super Kings
R Ashwin,2011,Chennai Super Kings
R Ashwin,2012,Chennai Super Kings
R Ashwin,2013,Chennai Super Kings
R Ashwin,2014,Chennai Super Kings
R Ashwin,2015,Chennai Super Kings
R Ashwin,2016,Rising Pune Supergiant
R Ashwin,2018,Punjab Kings
R Ashwin,2019,Punjab Kings
R Ashwin,2020,Delhi Capitals
R Ashwin,2021,Delhi Capitals
R Ashwin,2022,Rajasthan Royals
R Ashwin,2023,Rajasthan Royals
R Ashwin,2024,Rajasthan Royals
R Bhatia,2008,Delhi Capitals
R Bhatia,2009,Delhi Capitals
R Bhatia,2010,Delhi Capitals
R Bhatia,2011,Kolkata Knight Riders
R Bhatia,2012,Kolkata Knight Riders
R Bhatia,2013,Kolkata Knight Riders
R Bhatia,2014,Rajasthan Royals
R Bhatia,2015,Rajasthan Royals
R Bhatia,2016,Rising Pune Supergiant
R Bhatia,2017,Rising Pune Supergiant
R Bishnoi,2009,Royal Challengers Bengaluru
R Dhawan,2013,Mumbai Indians
R Dhawan,2014,Punjab Kings
R Dhawan,2015,Punjab Kings
R Dhawan,2016,Punjab Kings
R Dhawan,2022,Punjab Kings
R Dhawan,2023,Punjab Kings
R Dhawan,2024,Punjab Kings
R Dravid,2008,Royal Challengers Bengaluru
R Dravid,2009,Royal Challengers Bengaluru
R Dravid,2010,Royal Challengers Bengaluru
R Dravid,2011,Rajasthan Royals
R Dravid,2012,Rajasthan Royals
R Dravid,2013,Rajasthan Royals
R Goyal,2023,Mumbai Indians
R McLaren,2010,Mumbai Indians
R McLaren,2011,Punjab Kings
R McLaren,2013,Kolkata Knight Riders
R Ninan,2011,Royal Challengers Bengaluru
R Parag,2019,Rajasthan Royals
R Parag,2020,Rajasthan Royals
R Parag,2021,Rajasthan Royals
R Parag,2022,Rajasthan Royals
R Parag,2023,Rajasthan Royals
R Parag,2024,Rajasthan Royals
R Powell,2022,Delhi Capitals
R Powell,2023,Delhi Capitals
R Powell,2024,Rajasthan Royals
R Rampaul,2013,Royal Challengers Bengaluru
R Rampaul,2014,Royal Challengers Bengaluru
R Ravindra,2024,Chennai Super Kings
R Sai Kishore,2022,Gujarat Titans
R Sai Kishore,2024,Gujarat Titans
R Samarth,2022,Sunrisers Hyderabad
R Samarth,2026,Sunrisers Hyderabad
R Sanjay Yadav,2022,Mumbai Indians
R Sathish,2010,Mumbai Indians
R Sathish,2011,Mumbai Indians
R Sathish,2013,Punjab Kings
R Sathish,2016,Kolkata Knight Riders
R Sharma,2010,Deccan Chargers
R Sharma,2011,Pune Warriors
R Sharma,2012,Pune Warriors
R Sharma,2013,Pune Warriors
R Sharma,2014,Delhi Capitals
R Shepherd,2022,Sunrisers Hyderabad
R Shepherd,2023,Lucknow Super Giants
R Shepherd,2024,Mumbai Indians
R Shukla,2012,Mumbai Indians
R Shukla,2013,Rajasthan Royals
R Shukla,2014,Delhi Capitals
R Tewatia,2014,Rajasthan Royals
R Tewatia,2015,Rajasthan Royals
R Tewatia,2017,Punjab Kings
R Tewatia,2018,Delhi Capitals
R Tewatia,2019,Delhi Capitals
R Tewatia,2020,Rajasthan Royals
R Tewatia,2021,Rajasthan Royals
R Tewatia,2022,Gujarat Titans
R Tewatia,2023,Gujarat Titans
R Tewatia,2024,Gujarat Titans
R Vinay Kumar,2008,Royal Challengers Bengaluru
R Vinay Kumar,2009,Royal Challengers Bengaluru
R Vinay Kumar,2010,Royal Challengers Bengaluru
R Vinay Kumar,2011,Kochi Tuskers Kerala
R Vinay Kumar,2012,Royal Challengers Bengaluru
R Vinay Kumar,2013,Royal Challengers Bengaluru
R Vinay Kumar,2014,Kolkata Knight Riders
R Vinay Kumar,2015,Mumbai Indians
R Vinay Kumar,2016,Mumbai Indians
R Vinay Kumar,2017,Mumbai Indians
R Vinay Kumar,2018,Kolkata Knight Riders
R. Ashwin,2022,Rajasthan Royals
R. Ashwin,2026,Rajasthan Royals
R. Sai Kishore,2020,Chennai Super Kings
R. Sai Kishore,2022,Gujarat Titans
R. Sai Kishore,2025,Gujarat Titans
R. Sai Kishore,2026,Gujarat Titans
R. Sanjay Yadav,2017,Kolkata Knight Riders
R. Sanjay Yadav,2026,Kolkata Knight Riders
RA Bawa,2022,Punjab Kings
RA Jadeja,2008,Rajasthan Royals
RA Jadeja,2009,Rajasthan Royals
RA Jadeja,2011,Kochi Tuskers Kerala
RA Jadeja,2012,Chennai Super Kings
RA Jadeja,2013,Chennai Super Kings
RA Jadeja,2014,Chennai Super Kings
RA Jadeja,2015,Chennai Super Kings
RA Jadeja,2016,Gujarat Lions
RA Jadeja,2017,Gujarat Lions
RA Jadeja,2018,Chennai Super Kings
RA Jadeja,2019,Chennai Super Kings
RA Jadeja,2020,Chennai Super Kings
RA Jadeja,2021,Chennai Super Kings
RA Jadeja,2022,Chennai Super Kings
RA Jadeja,2023,Chennai Super Kings
RA Jadeja,2024,Chennai Super Kings
RA Shaikh,2009,Mumbai Indians
RA Tripathi,2017,Rising Pune Supergiant
RA Tripathi,2018,Rajasthan Royals
RA Tripathi,2019,Rajasthan Royals
RA Tripathi,2020,Kolkata Knight Riders
RA Tripathi,2021,Kolkata Knight Riders
RA Tripathi,2022,Sunrisers Hyderabad
RA Tripathi,2023,Sunrisers Hyderabad
RA Tripathi,2024,Sunrisers Hyderabad
RD Chahar,2017,Rising Pune Supergiant
RD Chahar,2019,Mumbai Indians
RD Chahar,2020,Mumbai Indians
RD Chahar,2021,Mumbai Indians
RD Chahar,2022,Punjab Kings
RD Chahar,2023,Punjab Kings
RD Chahar,2024,Punjab Kings
RD Gaikwad,2020,Chennai Super Kings
RD Gaikwad,2021,Chennai Super Kings
RD Gaikwad,2022,Chennai Super Kings
RD Gaikwad,2023,Chennai Super Kings
RD Gaikwad,2024,Chennai Super Kings
RE Levi,2012,Mumbai Indians
RE van der Merwe,2009,Royal Challengers Bengaluru
RE van der Merwe,2010,Royal Challengers Bengaluru
RE van der Merwe,2011,Delhi Capitals
RE van der Merwe,2012,Delhi Capitals
RE van der Merwe,2013,Delhi Capitals
RG More,2015,Chennai Super Kings
RG Sharma,2008,Deccan Chargers
RG Sharma,2009,Deccan Chargers
RG Sharma,2010,Deccan Chargers
RG Sharma,2011,Mumbai Indians
RG Sharma,2012,Mumbai Indians
RG Sharma,2013,Mumbai Indians
RG Sharma,2014,Mumbai Indians
RG Sharma,2015,Mumbai Indians
RG Sharma,2016,Mumbai Indians
RG Sharma,2017,Mumbai Indians
RG Sharma,2018,Mumbai Indians
RG Sharma,2019,Mumbai Indians
RG Sharma,2020,Mumbai Indians
RG Sharma,2021,Mumbai Indians
RG Sharma,2022,Mumbai Indians
RG Sharma,2023,Mumbai Indians
RG Sharma,2024,Mumbai Indians
RJ Gleeson,2024,Chennai Super Kings
RJ Harris,2009,Deccan Chargers
RJ Harris,2010,Deccan Chargers
RJ Harris,2011,Punjab Kings
RJ Harris,2012,Punjab Kings
RJ Harris,2013,Punjab Kings
RJ Peterson,2012,Mumbai Indians
RJ Quiney,2009,Rajasthan Royals
RJW Topley,2023,Royal Challengers Bengaluru
RJW Topley,2024,Royal Challengers Bengaluru
RK Bhui,2018,Sunrisers Hyderabad
RK Bhui,2019,Sunrisers Hyderabad
RK Bhui,2024,Delhi Capitals
RK Singh,2018,Kolkata Knight Riders
RK Singh,2019,Kolkata Knight Riders
RK Singh,2020,Kolkata Knight Riders
RK Singh,2022,Kolkata Knight Riders
RK Singh,2023,Kolkata Knight Riders
RK Singh,2024,Kolkata Knight Riders
RM Patidar,2021,Royal Challengers Bengaluru
RM Patidar,2022,Royal Challengers Bengaluru
RM Patidar,2024,Royal Challengers Bengaluru
RN ten Doeschate,2011,Kolkata Knight Riders
RN ten Doeschate,2012,Kolkata Knight Riders
RN ten Doeschate,2013,Kolkata Knight Riders
RN ten Doeschate,2014,Kolkata Knight Riders
RN ten Doeschate,2015,Kolkata Knight Riders
RP Meredith,2021,Punjab Kings
RP Meredith,2022,Mumbai Indians
RP Meredith,2023,Mumbai Indians
RP Singh,2008,Deccan Chargers
RP Singh,2009,Deccan Chargers
RP Singh,2010,Deccan Chargers
RP Singh,2011,Kochi Tuskers Kerala
RP Singh,2012,Mumbai Indians
RP Singh,2013,Royal Challengers Bengaluru
RP Singh,2016,Rising Pune Supergiant
RR Bhatkal,2012,Royal Challengers Bengaluru
RR Bose,2009,Punjab Kings
RR Pant,2016,Delhi Capitals
RR Pant,2017,Delhi Capitals
RR Pant,2018,Delhi Capitals
RR Pant,2019,Delhi Capitals
RR Pant,2020,Delhi Capitals
RR Pant,2021,Delhi Capitals
RR Pant,2022,Delhi Capitals
RR Pant,2024,Delhi Capitals
RR Powar,2008,Punjab Kings
RR Powar,2009,Punjab Kings
RR Powar,2010,Punjab Kings
RR Powar,2011,Kochi Tuskers Kerala
RR Powar,2012,Punjab Kings
RR Raje,2008,Mumbai Indians
RR Raje,2009,Mumbai Indians
RR Rossouw,2014,Royal Challengers Bengaluru
RR Rossouw,2015,Royal Challengers Bengaluru
RR Rossouw,2023,Delhi Capitals
RR Rossouw,2024,Punjab Kings
RR Sarwan,2008,Punjab Kings
RS Bopara,2009,Punjab Kings
RS Bopara,2010,Punjab Kings
RS Bopara,2015,Sunrisers Hyderabad
RS Gavaskar,2010,Kolkata Knight Riders
RS Hangargekar,2023,Chennai Super Kings
RS Sodhi,2010,Punjab Kings
RT Ponting,2008,Kolkata Knight Riders
RT Ponting,2013,Mumbai Indians
RV Gomez,2011,Kochi Tuskers Kerala
RV Gomez,2013,Pune Warriors
RV Patel,2021,Delhi Capitals
RV Patel,2022,Delhi Capitals
RV Patel,2023,Delhi Capitals
RV Uthappa,2008,Mumbai Indians
RV Uthappa,2009,Royal Challengers Bengaluru
RV Uthappa,2010,Royal Challengers Bengaluru
RV Uthappa,2011,Pune Warriors
RV Uthappa,2012,Pune Warriors
RV Uthappa,2013,Pune Warriors
RV Uthappa,2014,Kolkata Knight Riders
RV Uthappa,2015,Kolkata Knight Riders
RV Uthappa,2016,Kolkata Knight Riders
RV Uthappa,2017,Kolkata Knight Riders
RV Uthappa,2018,Kolkata Knight Riders
RV Uthappa,2019,Kolkata Knight Riders
RV Uthappa,2020,Rajasthan Royals
RV Uthappa,2021,Chennai Super Kings
RV Uthappa,2022,Chennai Super Kings
RW Price,2011,Mumbai Indians
Rachin Ravindra,2024,Chennai Super Kings
Rachin Ravindra,2025,Chennai Super Kings
Rachin Ravindra,2026,Kolkata Knight Riders
Raghav Goyal,2023,Mumbai Indians
Raghav Goyal,2026,Mumbai Indians
Rahmanullah Gurbaz,2023,Kolkata Knight Riders
Rahmanullah Gurbaz,2024,Kolkata Knight Riders
Rahmanullah Gurbaz,2025,Kolkata Knight Riders
Rahmanullah Gurbaz,2026,Kolkata Knight Riders
Rahul Ajay Tripathi,2017,Rising Pune Supergiant
Rahul Ajay Tripathi,2026,Rising Pune Supergiant
Rahul Buddhi,2022,Mumbai Indians
Rahul Buddhi,2026,Mumbai Indians
Rahul Chahar,2017,Rising Pune Supergiant
Rahul Chahar,2018,Mumbai Indians
Rahul Chahar,2022,Punjab Kings
Rahul Chahar,2025,Sunrisers Hyderabad
Rahul Chahar,2026,Chennai Super Kings
Rahul Sharma,2014,Delhi Capitals
Rahul Sharma,2015,Chennai Super Kings
Rahul Sharma,2026,Chennai Super Kings
Rahul Shukla,2014,Delhi Capitals
Rahul Shukla,2026,Delhi Capitals
Rahul Tewatia,2014,Rajasthan Royals
Rahul Tewatia,2017,Punjab Kings
Rahul Tewatia,2018,Delhi Capitals
Rahul Tewatia,2022,Gujarat Titans
Rahul Tewatia,2026,Gujarat Titans
Rahul Tripathi,2018,Rajasthan Royals
Rahul Tripathi,2020,Kolkata Knight Riders
Rahul Tripathi,2022,Sunrisers Hyderabad
Rahul Tripathi,2025,Chennai Super Kings
Rahul Tripathi,2026,Kolkata Knight Riders
Raj Angad Bawa,2022,Punjab Kings
Raj Angad Bawa,2025,Mumbai Indians
Raj Angad Bawa,2026,Mumbai Indians
Rajagopal Sathish,2016,Kolkata Knight Riders
Rajagopal Sathish,2026,Kolkata Knight Riders
Rajan Kumar,2023,Royal Challengers Bengaluru
Rajan Kumar,2026,Royal Challengers Bengaluru
Rajat Bhatia,2014,Rajasthan Royals
Rajat Bhatia,2016,Rising Pune Supergiant
Rajat Bhatia,2026,Rising Pune Supergiant
Rajat Patidar,2021,Royal Challengers Bengaluru
Rajat Patidar,2026,Royal Challengers Bengaluru
Rajvardhan Hangargekar,2022,Chennai Super Kings
Rajvardhan Hangargekar,2025,Lucknow Super Giants
Rajvardhan Hangargekar,2026,Lucknow Super Giants
Ramakrishna Ghosh,2025,Chennai Super Kings
Ramakrishna Ghosh,2026,Chennai Super Kings
Ramandeep Singh,2022,Mumbai Indians
Ramandeep Singh,2024,Kolkata Knight Riders
Ramandeep Singh,2026,Kolkata Knight Riders
Ramesh Kumar,2022,Kolkata Knight Riders
Ramesh Kumar,2026,Kolkata Knight Riders
Ranganath Vinay Kumar,2014,Kolkata Knight Riders
Ranganath Vinay Kumar,2018,Kolkata Knight Riders
Ranganath Vinay Kumar,2026,Kolkata Knight Riders
Rashid Khan,2017,Sunrisers Hyderabad
Rashid Khan,2018,Sunrisers Hyderabad
Rashid Khan,2019,Sunrisers Hyderabad
Rashid Khan,2020,Sunrisers Hyderabad
Rashid Khan,2021,Sunrisers Hyderabad
Rashid Khan,2022,Gujarat Titans
Rashid Khan,2023,Gujarat Titans
Rashid Khan,2024,Gujarat Titans
Rashid Khan Arman,2017,Sunrisers Hyderabad
Rashid Khan Arman,2018,Sunrisers Hyderabad
Rashid Khan Arman,2026,Sunrisers Hyderabad
Rasikh Dar,2019,Mumbai Indians
Rasikh Dar,2022,Kolkata Knight Riders
Rasikh Dar,2024,Delhi Capitals
Rasikh Dar,2025,Royal Challengers Bengaluru
Rasikh Dar,2026,Royal Challengers Bengaluru
Rasikh Salam,2019,Mumbai Indians
Rasikh Salam,2022,Kolkata Knight Riders
Rasikh Salam,2024,Delhi Capitals
Rassie Van Der Dussen,2022,Rajasthan Royals
Rassie Van Der Dussen,2026,Rajasthan Royals
Ravi Bishnoi,2020,Punjab Kings
Ravi Bishnoi,2021,Punjab Kings
Ravi Bishnoi,2022,Lucknow Super Giants
Ravi Bishnoi,2023,Lucknow Super Giants
Ravi Bishnoi,2024,Lucknow Super Giants
Ravi Bishnoi,2026,Rajasthan Royals
Ravi Bopara,2015,Sunrisers Hyderabad
Ravi Bopara,2026,Sunrisers Hyderabad
Ravi Rampaul,2013,Royal Challengers Bengaluru
Ravi Rampaul,2014,Royal Challengers Bengaluru
Ravi Rampaul,2026,Royal Challengers Bengaluru
Ravi Singh,2026,Rajasthan Royals
Ravichandaran Ashwin,2025,Chennai Super Kings
Ravichandaran Ashwin,2026,Chennai Super Kings
Ravichandran Ashwin,2018,Punjab Kings
Ravichandran Ashwin,2026,Punjab Kings
Reece Topley,2023,Royal Challengers Bengaluru
Reece Topley,2025,Mumbai Indians
Reece Topley,2026,Mumbai Indians
Ricky Bhui,2014,Sunrisers Hyderabad
Ricky Bhui,2018,Sunrisers Hyderabad
Ricky Bhui,2024,Delhi Capitals
Ricky Bhui,2026,Delhi Capitals
Ricky Ponting,2013,Mumbai Indians
Ricky Ponting,2026,Mumbai Indians
Rilee Rossouw,2023,Delhi Capitals
Rilee Rossouw,2024,Punjab Kings
Rilee Rossouw,2026,Punjab Kings
Riley Meredith,2021,Punjab Kings
Riley Meredith,2022,Mumbai Indians
Riley Meredith,2026,Mumbai Indians
Rinku Singh,2017,Punjab Kings
Rinku Singh,2018,Kolkata Knight Riders
Rinku Singh,2022,Kolkata Knight Riders
Rinku Singh,2026,Kolkata Knight Riders
Ripal Patel,2021,Delhi Capitals
Ripal Patel,2022,Delhi Capitals
Ripal Patel,2026,Delhi Capitals
Rishabh Pant,2016,Delhi Capitals
Rishabh Pant,2025,Lucknow Super Giants
Rishabh Pant,2026,Lucknow Super Giants
Rishi Dhawan,2014,Punjab Kings
Rishi Dhawan,2017,Kolkata Knight Riders
Rishi Dhawan,2022,Punjab Kings
Rishi Dhawan,2026,Punjab Kings
Riyan Parag,2019,Rajasthan Royals
Riyan Parag,2022,Rajasthan Royals
Riyan Parag,2026,Rajasthan Royals
Robin Minz,2024,Gujarat Titans
Robin Minz,2025,Mumbai Indians
Robin Minz,2026,Mumbai Indians
Robin Uthappa,2014,Kolkata Knight Riders
Robin Uthappa,2018,Kolkata Knight Riders
Robin Uthappa,2020,Rajasthan Royals
Robin Uthappa,2022,Chennai Super Kings
Robin Uthappa,2026,Chennai Super Kings
Romario Shepherd,2022,Sunrisers Hyderabad
Romario Shepherd,2023,Lucknow Super Giants
Romario Shepherd,2025,Royal Challengers Bengaluru
Romario Shepherd,2026,Royal Challengers Bengaluru
Ronit More,2014,Chennai Super Kings
Ronit More,2026,Chennai Super Kings
Ross Taylor,2014,Delhi Capitals
Ross Taylor,2026,Delhi Capitals
Rovman Powell,2017,Kolkata Knight Riders
Rovman Powell,2022,Delhi Capitals
Rovman Powell,2024,Rajasthan Royals
Rovman Powell,2025,Kolkata Knight Riders
Rovman Powell,2026,Kolkata Knight Riders
Rudra Pratap Singh,2013,Royal Challengers Bengaluru
Rudra Pratap Singh,2016,Rising Pune Supergiant
Rudra Pratap Singh,2026,Rising Pune Supergiant
Ruturaj Gaikwad,2019,Chennai Super Kings
Ruturaj Gaikwad,2026,Chennai Super Kings
Ryan McLaren,2013,Kolkata Knight Riders
Ryan McLaren,2026,Kolkata Knight Riders
Ryan Rickelton,2025,Mumbai Indians
Ryan Rickelton,2026,Mumbai Indians
Ryan Ten Doeschate,2014,Kolkata Knight Riders
Ryan Ten Doeschate,2026,Kolkata Knight Riders
S Anirudha,2008,Chennai Super Kings
S Anirudha,2010,Chennai Super Kings
S Anirudha,2011,Chennai Super Kings
S Anirudha,2012,Chennai Super Kings
S Anirudha,2013,Chennai Super Kings
S Anirudha,2014,Sunrisers Hyderabad
S Aravind,2011,Royal Challengers Bengaluru
S Aravind,2012,Royal Challengers Bengaluru
S Aravind,2015,Royal Challengers Bengaluru
S Aravind,2016,Royal Challengers Bengaluru
S Aravind,2017,Royal Challengers Bengaluru
S Badree,2013,Rajasthan Royals
S Badree,2014,Chennai Super Kings
S Badree,2017,Royal Challengers Bengaluru
S Badrinath,2008,Chennai Super Kings
S Badrinath,2009,Chennai Super Kings
S Badrinath,2010,Chennai Super Kings
S Badrinath,2011,Chennai Super Kings
S Badrinath,2012,Chennai Super Kings
S Badrinath,2013,Chennai Super Kings
S Chanderpaul,2008,Royal Challengers Bengaluru
S Dhawan,2008,Delhi Capitals
S Dhawan,2009,Mumbai Indians
S Dhawan,2010,Mumbai Indians
S Dhawan,2011,Deccan Chargers
S Dhawan,2012,Deccan Chargers
S Dhawan,2013,Sunrisers Hyderabad
S Dhawan,2014,Sunrisers Hyderabad
S Dhawan,2015,Sunrisers Hyderabad
S Dhawan,2016,Sunrisers Hyderabad
S Dhawan,2017,Sunrisers Hyderabad
S Dhawan,2018,Sunrisers Hyderabad
S Dhawan,2019,Delhi Capitals
S Dhawan,2020,Delhi Capitals
S Dhawan,2021,Delhi Capitals
S Dhawan,2022,Punjab Kings
S Dhawan,2023,Punjab Kings
S Dhawan,2024,Punjab Kings
S Dube,2019,Royal Challengers Bengaluru
S Dube,2020,Royal Challengers Bengaluru
S Dube,2021,Rajasthan Royals
S Dube,2022,Chennai Super Kings
S Dube,2023,Chennai Super Kings
S Dube,2024,Chennai Super Kings
S Gopal,2014,Mumbai Indians
S Gopal,2015,Mumbai Indians
S Gopal,2016,Mumbai Indians
S Gopal,2018,Rajasthan Royals
S Gopal,2019,Rajasthan Royals
S Gopal,2020,Rajasthan Royals
S Gopal,2021,Rajasthan Royals
S Gopal,2022,Sunrisers Hyderabad
S Gopal,2024,Mumbai Indians
S Joseph,2024,Lucknow Super Giants
S Kaul,2013,Delhi Capitals
S Kaul,2014,Delhi Capitals
S Kaul,2017,Sunrisers Hyderabad
S Kaul,2018,Sunrisers Hyderabad
S Kaul,2019,Sunrisers Hyderabad
S Kaul,2020,Sunrisers Hyderabad
S Kaul,2021,Sunrisers Hyderabad
S Kaul,2022,Royal Challengers Bengaluru
S Kaushik,2016,Gujarat Lions
S Kaushik,2017,Gujarat Lions
S Ladda,2010,Delhi Capitals
S Ladda,2011,Kolkata Knight Riders
S Ladda,2013,Kolkata Knight Riders
S Ladda,2016,Gujarat Lions
S Lamichhane,2018,Delhi Capitals
S Lamichhane,2019,Delhi Capitals
S Midhun,2019,Rajasthan Royals
S Nadeem,2011,Delhi Capitals
S Nadeem,2012,Delhi Capitals
S Nadeem,2013,Delhi Capitals
S Nadeem,2014,Delhi Capitals
S Nadeem,2015,Delhi Capitals
S Nadeem,2016,Delhi Capitals
S Nadeem,2017,Delhi Capitals
S Nadeem,2018,Delhi Capitals
S Nadeem,2019,Sunrisers Hyderabad
S Nadeem,2020,Sunrisers Hyderabad
S Nadeem,2021,Sunrisers Hyderabad
S Narwal,2010,Rajasthan Royals
S Narwal,2013,Kolkata Knight Riders
S Rana,2011,Pune Warriors
S Rana,2014,Royal Challengers Bengaluru
S Randiv,2011,Chennai Super Kings
S Sandeep Warrier,2019,Kolkata Knight Riders
S Sandeep Warrier,2020,Kolkata Knight Riders
S Sandeep Warrier,2021,Kolkata Knight Riders
S Sandeep Warrier,2024,Gujarat Titans
S Sohal,2008,Punjab Kings
S Sohal,2009,Punjab Kings
S Sohal,2011,Deccan Chargers
S Sreesanth,2008,Punjab Kings
S Sreesanth,2009,Punjab Kings
S Sreesanth,2010,Punjab Kings
S Sreesanth,2011,Kochi Tuskers Kerala
S Sreesanth,2013,Rajasthan Royals
S Sriram,2010,Royal Challengers Bengaluru
S Sriram,2011,Delhi Capitals
S Tyagi,2009,Chennai Super Kings
S Tyagi,2010,Chennai Super Kings
S Vidyut,2008,Chennai Super Kings
SA Abbott,2015,Royal Challengers Bengaluru
SA Abbott,2022,Sunrisers Hyderabad
SA Asnodkar,2008,Rajasthan Royals
SA Asnodkar,2009,Rajasthan Royals
SA Asnodkar,2010,Rajasthan Royals
SA Asnodkar,2011,Rajasthan Royals
SA Yadav,2012,Mumbai Indians
SA Yadav,2014,Kolkata Knight Riders
SA Yadav,2015,Kolkata Knight Riders
SA Yadav,2016,Kolkata Knight Riders
SA Yadav,2017,Kolkata Knight Riders
SA Yadav,2018,Mumbai Indians
SA Yadav,2019,Mumbai Indians
SA Yadav,2020,Mumbai Indians
SA Yadav,2021,Mumbai Indians
SA Yadav,2022,Mumbai Indians
SA Yadav,2023,Mumbai Indians
SA Yadav,2024,Mumbai Indians
SB Bangar,2008,Deccan Chargers
SB Bangar,2009,Kolkata Knight Riders
SB Dubey,2024,Rajasthan Royals
SB Jakati,2009,Chennai Super Kings
SB Jakati,2010,Chennai Super Kings
SB Jakati,2011,Chennai Super Kings
SB Jakati,2012,Chennai Super Kings
SB Jakati,2014,Royal Challengers Bengaluru
SB Jakati,2016,Gujarat Lions
SB Jakati,2017,Gujarat Lions
SB Joshi,2008,Royal Challengers Bengaluru
SB Styris,2008,Deccan Chargers
SB Styris,2009,Deccan Chargers
SB Styris,2011,Chennai Super Kings
SB Wagh,2010,Rajasthan Royals
SB Wagh,2011,Pune Warriors
SC Ganguly,2008,Kolkata Knight Riders
SC Ganguly,2009,Kolkata Knight Riders
SC Ganguly,2010,Kolkata Knight Riders
SC Ganguly,2011,Pune Warriors
SC Ganguly,2012,Pune Warriors
SC Kuggeleijn,2019,Chennai Super Kings
SD Chitnis,2008,Mumbai Indians
SD Chitnis,2009,Rajasthan Royals
SD Chitnis,2011,Punjab Kings
SD Chitnis,2012,Punjab Kings
SD Hope,2024,Delhi Capitals
SD Lad,2019,Mumbai Indians
SE Bond,2010,Kolkata Knight Riders
SE Marsh,2008,Punjab Kings
SE Marsh,2010,Punjab Kings
SE Marsh,2011,Punjab Kings
SE Marsh,2012,Punjab Kings
SE Marsh,2013,Punjab Kings
SE Marsh,2014,Punjab Kings
SE Marsh,2015,Punjab Kings
SE Marsh,2016,Punjab Kings
SE Marsh,2017,Punjab Kings
SE Rutherford,2019,Delhi Capitals
SE Rutherford,2022,Royal Challengers Bengaluru
SH Johnson,2024,Gujarat Titans
SJ Srivastava,2010,Punjab Kings
SJ Srivastava,2011,Punjab Kings
SK Raina,2008,Chennai Super Kings
SK Raina,2009,Chennai Super Kings
SK Raina,2010,Chennai Super Kings
